ROTA;ORIGEM;DESTINO;UF_ORIGEM;UF_DESTINO;10-Frete Peso;20-Frete Peso;30-Frete Peso;50-Frete Peso;75-Frete Peso;100-Frete Peso;999,999,999.9999-Frete Peso;999,999,999.9999-Frete Valor
MGIPRI2;MGI;PRI2;MG;PR; R$ 210,59 ; R$ 247,43 ; R$ 291,76 ; R$ 372,66 ; R$ 514,54 ; R$ 762,21 ; R$ 7,63 ;0,83%
MGIRAO;MGI;RAO;MG;SP; R$ 146,67 ; R$ 172,33 ; R$ 203,21 ; R$ 259,55 ; R$ 358,38 ; R$ 530,87 ; R$ 5,31 ;0,62%
MGIRAO2;MGI;RAO2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,83%
MGIREC;MGI;REC;MG;PE; R$ 222,25 ; R$ 261,13 ; R$ 307,92 ; R$ 393,30 ; R$ 543,03 ; R$ 804,41 ; R$ 8,05 ;1,24%
MGIRIO;MGI;RIO;MG;RJ; R$ 119,98 ; R$ 140,98 ; R$ 166,24 ; R$ 212,33 ; R$ 293,17 ; R$ 434,28 ; R$ 4,34 ;0,62%
MGIRJI;MGI;RJI;MG;RJ; R$ 167,78 ; R$ 197,15 ; R$ 232,47 ; R$ 296,92 ; R$ 409,97 ; R$ 607,30 ; R$ 6,08 ;0,62%
MGIRJI2;MGI;RJI2;MG;RJ; R$ 188,91 ; R$ 221,95 ; R$ 261,73 ; R$ 334,30 ; R$ 461,56 ; R$ 683,72 ; R$ 6,84 ;0,62%
MGIRNI;MGI;RNI;MG;RN; R$ 284,00 ; R$ 333,69 ; R$ 393,48 ; R$ 502,59 ; R$ 693,93 ; R$ 1.027,94 ; R$ 10,28 ;1,24%
MGIRNI2;MGI;RNI2;MG;RN; R$ 360,41 ; R$ 423,46 ; R$ 499,35 ; R$ 637,80 ; R$ 880,62 ; R$ 1.304,49 ; R$ 13,05 ;1,24%
MGIRSI;MGI;RSI;MG;RS; R$ 218,12 ; R$ 256,29 ; R$ 302,22 ; R$ 386,01 ; R$ 532,97 ; R$ 789,50 ; R$ 7,89 ;0,83%
MGIRSI2;MGI;RSI2;MG;RS; R$ 247,84 ; R$ 291,20 ; R$ 343,38 ; R$ 438,60 ; R$ 605,58 ; R$ 897,06 ; R$ 8,98 ;0,83%
MGISAO;MGI;SAO;MG;SP; R$ 119,47 ; R$ 140,36 ; R$ 165,52 ; R$ 211,41 ; R$ 291,89 ; R$ 432,40 ; R$ 4,33 ;0,62%
MGISCI;MGI;SCI;MG;SC; R$ 170,16 ; R$ 199,93 ; R$ 235,75 ; R$ 301,11 ; R$ 415,75 ; R$ 615,87 ; R$ 6,16 ;0,83%
MGISCI2;MGI;SCI2;MG;SC; R$ 208,15 ; R$ 244,56 ; R$ 288,39 ; R$ 368,35 ; R$ 508,59 ; R$ 753,38 ; R$ 7,54 ;0,83%
MGISEI;MGI;SEI;MG;SE; R$ 272,10 ; R$ 319,71 ; R$ 377,00 ; R$ 481,53 ; R$ 664,87 ; R$ 984,88 ; R$ 9,85 ;1,03%
MGISEI2;MGI;SEI2;MG;SE; R$ 311,41 ; R$ 365,89 ; R$ 431,46 ; R$ 551,09 ; R$ 760,90 ; R$ 1.127,15 ; R$ 11,28 ;1,03%
MGISJK;MGI;SJK;MG;SP; R$ 123,21 ; R$ 144,75 ; R$ 170,71 ; R$ 218,03 ; R$ 301,03 ; R$ 445,94 ; R$ 4,45 ;0,62%
MGISJK2;MGI;SJK2;MG;SP; R$ 174,99 ; R$ 205,61 ; R$ 242,45 ; R$ 309,67 ; R$ 427,57 ; R$ 633,37 ; R$ 6,34 ;0,62%
MGISJP;MGI;SJP;MG;SP; R$ 166,78 ; R$ 195,96 ; R$ 231,08 ; R$ 295,14 ; R$ 407,51 ; R$ 603,65 ; R$ 6,03 ;0,83%
MGISJP2;MGI;SJP2;MG;SP; R$ 202,54 ; R$ 237,98 ; R$ 280,62 ; R$ 358,43 ; R$ 494,89 ; R$ 733,11 ; R$ 7,34 ;0,83%
MGISLZ;MGI;SLZ;MG;MA; R$ 274,35 ; R$ 322,35 ; R$ 380,10 ; R$ 485,49 ; R$ 670,34 ; R$ 992,99 ; R$ 9,93 ;1,35%
MGISOD;MGI;SOD;MG;SP; R$ 125,25 ; R$ 147,15 ; R$ 173,53 ; R$ 221,64 ; R$ 306,01 ; R$ 453,32 ; R$ 4,53 ;0,62%
MGISOD2;MGI;SOD2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,62%
MGISSA;MGI;SSA;MG;BA; R$ 197,07 ; R$ 231,56 ; R$ 273,05 ; R$ 348,76 ; R$ 481,54 ; R$ 713,31 ; R$ 7,13 ;0,93%
MGISSZ;MGI;SSZ;MG;SP; R$ 155,43 ; R$ 182,62 ; R$ 215,35 ; R$ 275,06 ; R$ 379,78 ; R$ 562,58 ; R$ 5,62 ;0,62%
MGISSZ2;MGI;SSZ2;MG;SP; R$ 197,98 ; R$ 232,62 ; R$ 274,30 ; R$ 350,35 ; R$ 483,74 ; R$ 716,58 ; R$ 7,17 ;0,62%
MGITHE;MGI;THE;MG;PI; R$ 268,68 ; R$ 315,70 ; R$ 372,28 ; R$ 475,49 ; R$ 656,52 ; R$ 972,51 ; R$ 9,73 ;1,24%
MGITOI;MGI;TOI;MG;TO; R$ 410,79 ; R$ 482,67 ; R$ 569,15 ; R$ 726,97 ; R$ 1.003,74 ; R$ 1.486,86 ; R$ 14,87 ;0,88%
MGITOI2;MGI;TOI2;MG;TO; R$ 479,46 ; R$ 563,34 ; R$ 664,30 ; R$ 848,49 ; R$ 1.171,53 ; R$ 1.735,41 ; R$ 17,35 ;0,88%
MGIUDI;MGI;UDI;MG;MG; R$ 133,59 ; R$ 156,96 ; R$ 185,10 ; R$ 236,40 ; R$ 326,42 ; R$ 483,53 ; R$ 4,84 ;0,83%
MGIVIX;MGI;VIX;MG;ES; R$ 122,97 ; R$ 144,50 ; R$ 170,39 ; R$ 217,63 ; R$ 300,49 ; R$ 445,12 ; R$ 4,45 ;0,83%
MGI2AJU;MGI2;AJU;MG;SE; R$ 239,94 ; R$ 281,91 ; R$ 332,43 ; R$ 424,60 ; R$ 586,25 ; R$ 868,44 ; R$ 8,69 ;1,03%
MGI2ALI;MGI2;ALI;MG;AL; R$ 326,63 ; R$ 383,77 ; R$ 452,56 ; R$ 578,03 ; R$ 798,10 ; R$ 1.182,24 ; R$ 11,82 ;1,24%
MGI2ALI2;MGI;ALI2;MG;AL; R$ 396,55 ; R$ 465,93 ; R$ 549,43 ; R$ 701,77 ; R$ 968,94 ; R$ 1.435,32 ; R$ 14,36 ;1,24%
MGI2API;MGI2;API;MG;AP; R$ 955,31 ; R$ 1.122,44 ; R$ 1.323,59 ; R$ 1.690,58 ; R$ 2.334,19 ; R$ 3.457,72 ; R$ 34,58 ;1,35%
MGI2API2;MGI;API2;MG;API2; R$ 1.313,55 ; R$ 1.543,35 ; R$ 1.819,94 ; R$ 2.324,54 ; R$ 3.209,52 ; R$ 4.754,36 ; R$ 47,54 ;1,35%
MGI2ARU;MGI2;ARU;MG;SP; R$ 214,37 ; R$ 251,88 ; R$ 297,01 ; R$ 379,36 ; R$ 523,79 ; R$ 775,92 ; R$ 7,76 ;0,83%
MGI2ARU2;MGI;ARU2;MG;SP; R$ 248,95 ; R$ 292,50 ; R$ 344,92 ; R$ 440,56 ; R$ 608,29 ; R$ 901,09 ; R$ 9,02 ;0,83%
MGI2BAI;MGI2;BAI;MG;BA; R$ 293,04 ; R$ 344,30 ; R$ 406,02 ; R$ 518,58 ; R$ 716,02 ; R$ 1.060,65 ; R$ 10,61 ;0,88%
MGI2BAI2;MGI;BAI2;MG;BA; R$ 350,75 ; R$ 412,11 ; R$ 485,96 ; R$ 620,69 ; R$ 857,01 ; R$ 1.269,50 ; R$ 12,70 ;0,93%
MGI2BAU;MGI2;BAU;MG;SP; R$ 169,29 ; R$ 198,90 ; R$ 234,55 ; R$ 299,58 ; R$ 413,64 ; R$ 612,74 ; R$ 6,12 ;0,72%
MGI2BAU2;MGI;BAU2;MG;SP; R$ 231,08 ; R$ 271,50 ; R$ 320,16 ; R$ 408,93 ; R$ 564,62 ; R$ 836,40 ; R$ 8,37 ;0,83%
MGI2BEL;MGI2;BEL;MG;PA; R$ 525,13 ; R$ 617,00 ; R$ 727,57 ; R$ 929,29 ; R$ 1.283,08 ; R$ 1.900,67 ; R$ 19,01 ;1,24%
MGI2BHZ;MGI2;BHZ;MG;MG; R$ 104,93 ; R$ 123,29 ; R$ 145,38 ; R$ 185,70 ; R$ 256,40 ; R$ 379,81 ; R$ 3,80 ;0,62%
MGI2BNU;MGI2;BNU;MG;SC; R$ 164,35 ; R$ 193,11 ; R$ 227,72 ; R$ 290,86 ; R$ 401,59 ; R$ 594,90 ; R$ 5,95 ;0,83%
MGI2BSB;MGI2;BSB;MG;DF; R$ 178,60 ; R$ 209,85 ; R$ 247,47 ; R$ 316,07 ; R$ 436,41 ; R$ 646,46 ; R$ 6,47 ;0,83%
MGI2CEI;MGI2;CEI;MG;CE; R$ 371,18 ; R$ 436,12 ; R$ 514,28 ; R$ 656,88 ; R$ 906,96 ; R$ 1.343,49 ; R$ 13,44 ;1,24%
MGI2CEI2;MGI;CEI2;MG;CE; R$ 432,92 ; R$ 508,66 ; R$ 599,82 ; R$ 766,12 ; R$ 1.057,80 ; R$ 1.566,95 ; R$ 15,67 ;1,24%
MGI2CGB;MGI2;CGB;MG;MT; R$ 499,02 ; R$ 586,33 ; R$ 691,40 ; R$ 883,09 ; R$ 1.219,31 ; R$ 1.806,19 ; R$ 18,06 ;0,83%
MGI2CGR;MGI2;CGR;MG;MS; R$ 470,57 ; R$ 552,90 ; R$ 651,97 ; R$ 832,75 ; R$ 1.149,79 ; R$ 1.703,22 ; R$ 17,03 ;0,83%
MGI2CPF;MGI2;CPF;MG;SP; R$ 184,54 ; R$ 216,84 ; R$ 255,68 ; R$ 326,58 ; R$ 450,91 ; R$ 667,96 ; R$ 6,68 ;0,62%
MGI2CPF2;MGI;CPF2;MG;SP; R$ 220,51 ; R$ 259,09 ; R$ 305,52 ; R$ 390,23 ; R$ 538,80 ; R$ 798,15 ; R$ 7,99 ;0,62%
MGI2CPQ;MGI2;CPQ;MG;SP; R$ 154,18 ; R$ 181,17 ; R$ 213,63 ; R$ 272,86 ; R$ 376,75 ; R$ 558,09 ; R$ 5,59 ;0,62%
MGI2CWB;MGI2;CWB;MG;PR; R$ 161,83 ; R$ 190,15 ; R$ 224,22 ; R$ 286,40 ; R$ 395,42 ; R$ 585,75 ; R$ 5,86 ;0,72%
MGI2DIV;MGI2;DIV;MG;MG; R$ 115,08 ; R$ 135,22 ; R$ 159,45 ; R$ 203,66 ; R$ 281,20 ; R$ 416,56 ; R$ 4,17 ;0,62%
MGI2ESI;MGI2;ESI;MG;ES; R$ 199,48 ; R$ 234,38 ; R$ 276,38 ; R$ 353,01 ; R$ 487,40 ; R$ 722,00 ; R$ 7,22 ;0,83%
MGI2ESI2;MGI;ESI2;MG;ES; R$ 236,86 ; R$ 278,30 ; R$ 328,17 ; R$ 419,17 ; R$ 578,75 ; R$ 857,31 ; R$ 8,57 ;0,83%
MGI2FES;MGI2;FES;MG;BA; R$ 221,18 ; R$ 259,88 ; R$ 306,44 ; R$ 391,42 ; R$ 540,44 ; R$ 800,56 ; R$ 8,00 ;0,93%
MGI2FLN;MGI2;FLN;MG;SC; R$ 163,99 ; R$ 192,69 ; R$ 227,22 ; R$ 290,22 ; R$ 400,71 ; R$ 593,58 ; R$ 5,93 ;0,83%
MGI2FOR;MGI2;FOR;MG;CE; R$ 292,53 ; R$ 343,71 ; R$ 405,32 ; R$ 517,69 ; R$ 714,79 ; R$ 1.058,83 ; R$ 10,59 ;1,24%
MGI2GOI;MGI2;GOI;MG;GO; R$ 242,42 ; R$ 284,83 ; R$ 335,88 ; R$ 429,00 ; R$ 592,33 ; R$ 877,44 ; R$ 8,78 ;0,83%
MGI2GOI2;MGI;GOI2;MG;GO; R$ 287,34 ; R$ 337,61 ; R$ 398,11 ; R$ 508,49 ; R$ 702,07 ; R$ 1.039,99 ; R$ 10,39 ;0,83%
MGI2GUDI;MGI;GUDI;MG;MG; R$ 161,51 ; R$ 189,77 ; R$ 223,78 ; R$ 285,82 ; R$ 394,64 ; R$ 584,59 ; R$ 5,85 ;0,83%
MGI2GUDI2;MGI;GUDI2;MG;MG; R$ 194,23 ; R$ 228,21 ; R$ 269,11 ; R$ 343,73 ; R$ 474,59 ; R$ 703,03 ; R$ 7,03 ;0,83%
MGI2GYN;MGI2;GYN;MG;GO; R$ 178,02 ; R$ 209,15 ; R$ 246,64 ; R$ 315,02 ; R$ 434,96 ; R$ 644,32 ; R$ 6,44 ;0,83%
MGI2ITJ;MGI2;ITJ;MG;SC; R$ 168,71 ; R$ 198,24 ; R$ 233,76 ; R$ 298,58 ; R$ 412,24 ; R$ 610,68 ; R$ 6,11 ;0,83%
MGI2JOI;MGI2;JOI;MG;SC; R$ 171,02 ; R$ 200,93 ; R$ 236,94 ; R$ 302,64 ; R$ 417,85 ; R$ 618,97 ; R$ 6,19 ;0,83%
MGI2JPA;MGI2;JPA;MG;PB; R$ 262,19 ; R$ 308,06 ; R$ 363,26 ; R$ 463,98 ; R$ 640,62 ; R$ 948,96 ; R$ 9,49 ;1,24%
MGI2LDB;MGI2;LDB;MG;PR; R$ 191,73 ; R$ 225,28 ; R$ 265,64 ; R$ 339,31 ; R$ 468,48 ; R$ 693,96 ; R$ 6,95 ;0,79%
MGI2MAI;MGI2;MAI;MG;MA; R$ 446,53 ; R$ 524,65 ; R$ 618,68 ; R$ 790,21 ; R$ 1.091,06 ; R$ 1.616,22 ; R$ 16,16 ;1,35%
MGI2MAI2;MGI;MAI2;MG;MA; R$ 472,10 ; R$ 554,70 ; R$ 654,10 ; R$ 835,46 ; R$ 1.153,53 ; R$ 1.708,76 ; R$ 17,09 ;1,35%
MGI2MCP;MGI2;MCP;MG;AP; R$ 597,07 ; R$ 701,53 ; R$ 827,25 ; R$ 1.056,61 ; R$ 1.458,88 ; R$ 2.161,08 ; R$ 21,61 ;1,35%
MGI2MCZ;MGI2;MCZ;MG;AL; R$ 252,09 ; R$ 296,19 ; R$ 349,27 ; R$ 446,11 ; R$ 615,95 ; R$ 912,43 ; R$ 9,12 ;1,24%
MGI2MGF;MGI2;MGF;MG;PR; R$ 194,13 ; R$ 228,09 ; R$ 268,96 ; R$ 343,55 ; R$ 474,33 ; R$ 702,63 ; R$ 7,03 ;0,79%
MGI2MGI;MGI2;MGI;MG;MG; R$ 143,21 ; R$ 168,26 ; R$ 198,41 ; R$ 253,43 ; R$ 349,91 ; R$ 518,33 ; R$ 5,19 ;0,62%
MGI2MGI2;MGI;MGI2;MG;MG; R$ 172,91 ; R$ 203,16 ; R$ 239,57 ; R$ 305,99 ; R$ 422,49 ; R$ 625,85 ; R$ 6,25 ;0,62%
MGI2MSI;MGI2;MSI;MG;MS; R$ 863,90 ; R$ 1.015,04 ; R$ 1.196,94 ; R$ 1.528,80 ; R$ 2.110,84 ; R$ 3.126,85 ; R$ 31,26 ;0,83%
MGI2MSI2;MGI;MSI2;MG;MS; R$ 945,17 ; R$ 1.110,53 ; R$ 1.309,54 ; R$ 1.672,63 ; R$ 2.309,42 ; R$ 3.421,01 ; R$ 34,21 ;0,83%
MGI2MTI;MGI2;MTI;MG;MT; R$ 736,64 ; R$ 865,52 ; R$ 1.020,62 ; R$ 1.303,61 ; R$ 1.799,91 ; R$ 2.666,26 ; R$ 26,67 ;0,83%
MGI2MTI2;MGI;MTI2;MG;MT; R$ 993,48 ; R$ 1.167,30 ; R$ 1.376,48 ; R$ 1.758,13 ; R$ 2.427,48 ; R$ 3.595,90 ; R$ 35,96 ;0,88%
MGI2NAT;MGI2;NAT;MG;RN; R$ 274,29 ; R$ 322,28 ; R$ 380,04 ; R$ 485,41 ; R$ 670,21 ; R$ 992,80 ; R$ 9,92 ;1,24%
MGI2PAI;MGI2;PAI;MG;PA; R$ 845,91 ; R$ 993,92 ; R$ 1.172,03 ; R$ 1.496,99 ; R$ 2.066,90 ; R$ 3.061,77 ; R$ 30,62 ;1,24%
MGI2PAI2;MGI;PAI2;MG;PA; R$ 1.014,63 ; R$ 1.192,14 ; R$ 1.405,77 ; R$ 1.795,55 ; R$ 2.479,14 ; R$ 3.672,42 ; R$ 36,73 ;1,24%
MGI2PBI;MGI2;PBI;MG;PB; R$ 341,95 ; R$ 401,78 ; R$ 473,79 ; R$ 605,15 ; R$ 835,53 ; R$ 1.237,70 ; R$ 12,38 ;1,24%
MGI2PBI2;MGI;PBI2;MG;PB; R$ 390,44 ; R$ 458,75 ; R$ 540,97 ; R$ 690,96 ; R$ 954,02 ; R$ 1.413,21 ; R$ 14,13 ;1,24%
MGI2PEI;MGI2;PEI;MG;PE; R$ 340,01 ; R$ 399,49 ; R$ 471,08 ; R$ 601,70 ; R$ 830,78 ; R$ 1.230,65 ; R$ 12,30 ;1,24%
MGI2PEI2;MGI;PEI2;MG;PE; R$ 399,84 ; R$ 469,80 ; R$ 553,98 ; R$ 707,58 ; R$ 976,97 ; R$ 1.447,21 ; R$ 14,47 ;1,24%
MGI2PII;MGI2;PII;MG;PI; R$ 430,59 ; R$ 505,92 ; R$ 596,58 ; R$ 762,00 ; R$ 1.052,09 ; R$ 1.558,50 ; R$ 15,58 ;1,24%
MGI2PII2;MGI;PII2;MG;PI; R$ 480,01 ; R$ 564,00 ; R$ 665,06 ; R$ 849,46 ; R$ 1.172,87 ; R$ 1.737,41 ; R$ 17,37 ;1,24%
MGI2PMW;MGI2;PMW;MG;TO; R$ 304,35 ; R$ 357,61 ; R$ 421,69 ; R$ 538,61 ; R$ 743,66 ; R$ 1.101,61 ; R$ 11,01 ;0,88%
MGI2POA;MGI2;POA;MG;RS; R$ 192,67 ; R$ 226,37 ; R$ 266,94 ; R$ 340,96 ; R$ 470,77 ; R$ 697,37 ; R$ 6,98 ;0,83%
MGI2PPB;MGI2;PPB;MG;SP; R$ 209,75 ; R$ 246,45 ; R$ 290,61 ; R$ 371,18 ; R$ 512,50 ; R$ 759,20 ; R$ 7,60 ;0,83%
MGI2PPB2;MGI;PPB2;MG;SP; R$ 253,63 ; R$ 298,00 ; R$ 351,41 ; R$ 448,84 ; R$ 619,72 ; R$ 918,02 ; R$ 9,19 ;0,83%
MGI2PRI;MGI2;PRI;MG;PR; R$ 213,99 ; R$ 251,42 ; R$ 296,47 ; R$ 378,68 ; R$ 522,85 ; R$ 774,51 ; R$ 7,75 ;0,83%
MGI2PRI2;MGI;PRI2;MG;PR; R$ 255,85 ; R$ 300,62 ; R$ 354,49 ; R$ 452,78 ; R$ 625,16 ; R$ 926,06 ; R$ 9,26 ;0,83%
MGI2RAO;MGI2;RAO;MG;SP; R$ 182,59 ; R$ 214,53 ; R$ 252,98 ; R$ 323,12 ; R$ 446,15 ; R$ 660,89 ; R$ 6,61 ;0,72%
MGI2RAO2;MGI;RAO2;MG;SP; R$ 245,08 ; R$ 287,95 ; R$ 339,55 ; R$ 433,70 ; R$ 598,81 ; R$ 887,05 ; R$ 8,88 ;0,83%
MGI2REC;MGI2;REC;MG;PE; R$ 259,83 ; R$ 305,28 ; R$ 359,99 ; R$ 459,81 ; R$ 634,85 ; R$ 940,43 ; R$ 9,40 ;1,24%
MGI2RIO;MGI2;RIO;MG;RJ; R$ 140,02 ; R$ 164,51 ; R$ 193,99 ; R$ 247,78 ; R$ 342,11 ; R$ 506,77 ; R$ 5,06 ;0,62%
MGI2RJI;MGI2;RJI;MG;RJ; R$ 191,50 ; R$ 225,00 ; R$ 265,32 ; R$ 338,88 ; R$ 467,89 ; R$ 693,10 ; R$ 6,94 ;0,62%
MGI2RJI2;MGI;RJI2;MG;RJ; R$ 229,32 ; R$ 269,44 ; R$ 317,73 ; R$ 405,82 ; R$ 560,33 ; R$ 830,03 ; R$ 8,30 ;0,62%
MGI2RNI;MGI2;RNI;MG;RN; R$ 357,83 ; R$ 420,43 ; R$ 495,78 ; R$ 633,24 ; R$ 874,32 ; R$ 1.295,16 ; R$ 12,95 ;1,24%
MGI2RNI2;MGI;RNI2;MG;RN; R$ 420,23 ; R$ 493,76 ; R$ 582,24 ; R$ 743,68 ; R$ 1.026,80 ; R$ 1.521,03 ; R$ 15,21 ;1,24%
MGI2RSI;MGI2;RSI;MG;RS; R$ 246,99 ; R$ 290,20 ; R$ 342,20 ; R$ 437,09 ; R$ 603,49 ; R$ 893,96 ; R$ 8,95 ;0,83%
MGI2RSI2;MGI;RSI2;MG;RS; R$ 304,87 ; R$ 358,22 ; R$ 422,40 ; R$ 539,52 ; R$ 744,93 ; R$ 1.103,48 ; R$ 11,03 ;0,83%
MGI2SAO;MGI2;SAO;MG;SP; R$ 139,91 ; R$ 164,40 ; R$ 193,86 ; R$ 247,60 ; R$ 341,86 ; R$ 506,42 ; R$ 5,07 ;0,62%
MGI2SCI;MGI2;SCI;MG;SC; R$ 216,35 ; R$ 254,20 ; R$ 299,76 ; R$ 382,87 ; R$ 528,64 ; R$ 783,08 ; R$ 7,83 ;0,83%
MGI2SCI2;MGI;SCI2;MG;SC; R$ 256,15 ; R$ 300,97 ; R$ 354,90 ; R$ 453,31 ; R$ 625,89 ; R$ 927,15 ; R$ 9,27 ;0,83%
MGI2SEI;MGI2;SEI;MG;SE; R$ 310,88 ; R$ 365,26 ; R$ 430,72 ; R$ 550,15 ; R$ 759,60 ; R$ 1.125,22 ; R$ 11,26 ;1,03%
MGI2SEI2;MGI;SEI2;MG;SE; R$ 362,95 ; R$ 426,46 ; R$ 502,87 ; R$ 642,30 ; R$ 886,83 ; R$ 1.313,69 ; R$ 13,14 ;1,03%
MGI2SJK;MGI2;SJK;MG;SP; R$ 150,93 ; R$ 177,35 ; R$ 209,12 ; R$ 267,11 ; R$ 368,80 ; R$ 546,32 ; R$ 5,47 ;0,62%
MGI2SJK2;MGI;SJK2;MG;SP; R$ 216,53 ; R$ 254,40 ; R$ 300,00 ; R$ 383,18 ; R$ 529,06 ; R$ 783,72 ; R$ 7,84 ;0,62%
MGI2SJP;MGI2;SJP;MG;SP; R$ 188,02 ; R$ 220,91 ; R$ 260,50 ; R$ 332,73 ; R$ 459,41 ; R$ 680,53 ; R$ 6,80 ;0,83%
MGI2SJP2;MGI;SJP2;MG;SP; R$ 254,55 ; R$ 299,07 ; R$ 352,67 ; R$ 450,45 ; R$ 621,95 ; R$ 921,32 ; R$ 9,22 ;0,83%
MGI2SLZ;MGI2;SLZ;MG;MA; R$ 323,78 ; R$ 380,43 ; R$ 448,61 ; R$ 572,99 ; R$ 791,15 ; R$ 1.171,94 ; R$ 11,72 ;1,35%
MGI2SOD;MGI2;SOD;MG;SP; R$ 153,03 ; R$ 179,81 ; R$ 212,03 ; R$ 270,82 ; R$ 373,93 ; R$ 553,91 ; R$ 5,54 ;0,62%
MGI2SOD2;MGI;SOD2;MG;SP; R$ 219,36 ; R$ 257,73 ; R$ 303,92 ; R$ 388,19 ; R$ 535,97 ; R$ 793,97 ; R$ 7,94 ;0,72%
MGI2SSA;MGI2;SSA;MG;BA; R$ 231,76 ; R$ 272,31 ; R$ 321,10 ; R$ 410,13 ; R$ 566,28 ; R$ 838,84 ; R$ 8,39 ;0,93%
MGI2SSZ;MGI2;SSZ;MG;SP; R$ 187,05 ; R$ 219,78 ; R$ 259,16 ; R$ 331,02 ; R$ 457,04 ; R$ 677,04 ; R$ 6,78 ;0,62%
MGI2SSZ2;MGI;SSZ2;MG;SP; R$ 225,39 ; R$ 264,81 ; R$ 312,27 ; R$ 398,85 ; R$ 550,70 ; R$ 815,78 ; R$ 8,16 ;0,62%
MGI2THE;MGI2;THE;MG;PI; R$ 316,30 ; R$ 371,64 ; R$ 438,24 ; R$ 559,75 ; R$ 772,85 ; R$ 1.144,85 ; R$ 11,45 ;1,24%
MGI2TOI;MGI2;TOI;MG;TO; R$ 452,80 ; R$ 532,02 ; R$ 627,36 ; R$ 801,30 ; R$ 1.106,38 ; R$ 1.638,90 ; R$ 16,38 ;0,88%
MGI2TOI2;MGI;TOI2;MG;TO; R$ 614,40 ; R$ 721,90 ; R$ 851,26 ; R$ 1.087,28 ; R$ 1.501,23 ; R$ 2.223,82 ; R$ 22,24 ;0,88%
MGI2UDI;MGI2;UDI;MG;MG; R$ 154,86 ; R$ 181,96 ; R$ 214,57 ; R$ 274,06 ; R$ 378,39 ; R$ 560,53 ; R$ 5,60 ;0,83%
MGI2VIX;MGI2;VIX;MG;ES; R$ 146,80 ; R$ 172,48 ; R$ 203,40 ; R$ 259,79 ; R$ 358,69 ; R$ 531,34 ; R$ 5,32 ;0,83%
MSIAJU;MSI;AJU;MS;SE; R$ 454,95 ; R$ 534,55 ; R$ 630,34 ; R$ 805,12 ; R$ 1.111,63 ; R$ 1.646,70 ; R$ 16,47 ;1,24%
MSIALI;MSI;ALI;MS;AL; R$ 762,59 ; R$ 896,01 ; R$ 1.056,58 ; R$ 1.349,53 ; R$ 1.863,31 ; R$ 2.760,17 ; R$ 27,60 ;1,24%
MSIALI2;MSI;ALI2;MS;AL; R$ 1.048,56 ; R$ 1.232,01 ; R$ 1.452,80 ; R$ 1.855,60 ; R$ 2.562,05 ; R$ 3.795,24 ; R$ 37,95 ;1,24%
MSIAPI;MSI;API;MS;AP; R$ 1.239,21 ; R$ 1.456,02 ; R$ 1.716,95 ; R$ 2.192,99 ; R$ 3.027,90 ; R$ 4.485,31 ; R$ 44,85 ;1,35%
MSIAPI2;MSI;API2;MS;API2; R$ 1.703,92 ; R$ 2.002,02 ; R$ 2.360,81 ; R$ 3.015,36 ; R$ 4.163,36 ; R$ 6.167,31 ; R$ 61,68 ;1,35%
MSIARU;MSI;ARU;MS;SP; R$ 454,96 ; R$ 534,56 ; R$ 630,36 ; R$ 805,13 ; R$ 1.111,66 ; R$ 1.646,72 ; R$ 16,47 ;0,83%
MSIARU2;MSI;ARU2;MS;SP; R$ 559,95 ; R$ 657,92 ; R$ 775,81 ; R$ 990,93 ; R$ 1.368,19 ; R$ 2.026,74 ; R$ 20,27 ;0,83%
MSIBAI;MSI;BAI;MS;BA; R$ 693,26 ; R$ 814,55 ; R$ 960,53 ; R$ 1.226,84 ; R$ 1.693,92 ; R$ 2.509,26 ; R$ 25,09 ;1,09%
MSIBAI2;MSI;BAI2;MS;BA; R$ 953,23 ; R$ 1.120,01 ; R$ 1.320,71 ; R$ 1.686,91 ; R$ 2.329,14 ; R$ 3.450,22 ; R$ 34,50 ;1,09%
MSIBAU;MSI;BAU;MS;SP; R$ 384,97 ; R$ 452,32 ; R$ 533,38 ; R$ 681,26 ; R$ 940,63 ; R$ 1.393,38 ; R$ 13,93 ;0,83%
MSIBAU2;MSI;BAU2;MS;SP; R$ 559,95 ; R$ 657,92 ; R$ 775,81 ; R$ 990,93 ; R$ 1.368,19 ; R$ 2.026,74 ; R$ 20,27 ;0,83%
MSIBEL;MSI;BEL;MS;PA; R$ 1.000,40 ; R$ 1.175,44 ; R$ 1.386,08 ; R$ 1.770,39 ; R$ 2.444,39 ; R$ 3.620,95 ; R$ 36,21 ;1,35%
MSIBHZ;MSI;BHZ;MS;MG; R$ 392,68 ; R$ 461,38 ; R$ 544,06 ; R$ 694,91 ; R$ 959,47 ; R$ 1.421,30 ; R$ 14,21 ;0,83%
MSIBNU;MSI;BNU;MS;SC; R$ 404,65 ; R$ 475,45 ; R$ 560,65 ; R$ 716,09 ; R$ 988,72 ; R$ 1.464,63 ; R$ 14,64 ;0,83%
