ROTA;FILIAL_ORIGEM;FILIAL_DESTINO; R$_CAPITAL ; R$_INTERIOR ; %_CAPITAL ; %_INTERIOR 
AJUAJU;AJU;AJU; R$ 0,78 ; R$ 1,35 ;0,14%;0,14%
AJUMCZ;AJU;MCZ; R$ 2,00 ; R$ 2,17 ;0,18%;0,18%
AJUFES;AJU;FES; R$ 1,82 ; R$ 1,97 ;0,18%;0,18%
AJUITN;AJU;ITN; R$ 2,13 ; R$ 2,38 ;0,18%;0,18%
AJUVDC;AJU;VDC; R$ 2,36 ; R$ 2,60 ;0,18%;0,18%
AJUSSA;AJU;SSA; R$ 2,32 ; R$ 2,56 ;0,18%;0,18%
AJUCAU;AJU;CAU; R$ 2,36 ; R$ 2,60 ;0,18%;0,18%
AJUVIX;AJU;VIX; R$ 2,05 ; R$ 2,30 ;0,27%;0,27%
AJUBHZ;AJU;BHZ; R$ 2,35 ; R$ 2,60 ;0,37%;0,37%
AJUBSB;AJU;BSB; R$ 2,82 ; R$ 2,98 ;0,37%;0,37%
AJUPMW;AJU;PMW; R$ 3,91 ; R$ 4,05 ;0,37%;0,37%
AJUCAW;AJU;CAW; R$ 2,99 ; R$ 3,21 ;0,37%;0,37%
AJUDIV;AJU;DIV; R$ 2,52 ; R$ 2,76 ;0,37%;0,37%
AJUJDF;AJU;JDF; R$ 3,09 ; R$ 3,30 ;0,37%;0,37%
AJUGYN;AJU;GYN; R$ 2,67 ; R$ 2,85 ;0,37%;0,37%
AJURIO;AJU;RIO; R$ 2,42 ; R$ 2,67 ;0,37%;0,37%
AJUPSA;AJU;PSA; R$ 2,88 ; R$ 3,12 ;0,37%;0,37%
AJUSJK;AJU;SJK; R$ 2,93 ; R$ 3,18 ;0,45%;0,45%
AJUCPQ;AJU;CPQ; R$ 2,89 ; R$ 3,13 ;0,45%;0,45%
AJUSAO;AJU;SAO; R$ 2,47 ; R$ 2,74 ;0,45%;0,45%
AJUSSZ;AJU;SSZ; R$ 3,29 ; R$ 3,53 ;0,45%;0,45%
AJUSOD;AJU;SOD; R$ 3,16 ; R$ 3,37 ;0,45%;0,45%
AJUBAU;AJU;BAU; R$ 3,31 ; R$ 3,54 ;0,66%;0,66%
AJURAO;AJU;RAO; R$ 3,03 ; R$ 3,28 ;0,66%;0,66%
AJUCWB;AJU;CWB; R$ 3,06 ; R$ 3,30 ;0,66%;0,66%
AJUJOI;AJU;JOI; R$ 2,85 ; R$ 3,10 ;0,66%;0,66%
AJUCGB;AJU;CGB; R$ 5,95 ; R$ 6,02 ;0,66%;0,66%
AJUCGR;AJU;CGR; R$ 5,38 ; R$ 5,46 ;0,66%;0,66%
AJUSJP;AJU;SJP; R$ 3,62 ; R$ 3,84 ;0,66%;0,66%
AJUITJ;AJU;ITJ; R$ 3,12 ; R$ 3,33 ;0,66%;0,66%
AJUBNU;AJU;BNU; R$ 3,10 ; R$ 3,31 ;0,66%;0,66%
AJULDB;AJU;LDB; R$ 3,34 ; R$ 3,54 ;0,66%;0,66%
AJUFLN;AJU;FLN; R$ 3,45 ; R$ 3,65 ;0,66%;0,66%
AJUPPB;AJU;PPB; R$ 4,07 ; R$ 4,27 ;0,66%;0,66%
AJUUDI;AJU;UDI; R$ 3,18 ; R$ 3,39 ;0,45%;0,45%
AJUMGF;AJU;MGF; R$ 3,36 ; R$ 3,56 ;0,66%;0,66%
AJUBEL;AJU;BEL; R$ 3,23 ; R$ 3,44 ;0,66%;0,66%
AJULAJ;AJU;LAJ; R$ 4,00 ; R$ 4,18 ;0,66%;0,66%
AJUCCM;AJU;CCM; R$ 4,28 ; R$ 4,45 ;0,66%;0,66%
AJUCAC;AJU;CAC; R$ 3,88 ; R$ 4,06 ;0,94%;0,94%
AJUXAP;AJU;XAP; R$ 3,96 ; R$ 4,13 ;0,94%;0,94%
AJUCXJ;AJU;CXJ; R$ 3,26 ; R$ 3,46 ;0,94%;0,94%
AJUPOA;AJU;POA; R$ 3,56 ; R$ 3,75 ;0,94%;0,94%
AJUPNZ;AJU;PNZ; R$ 2,12 ; R$ 2,37 ;0,18%;0,18%
AJUREC;AJU;REC; R$ 1,16 ; R$ 1,44 ;0,18%;0,18%
AJUJPA;AJU;JPA; R$ 1,36 ; R$ 1,64 ;0,27%;0,27%
AJUNAT;AJU;NAT; R$ 1,55 ; R$ 1,82 ;0,27%;0,27%
AJUTHE;AJU;THE; R$ 2,64 ; R$ 2,87 ;0,27%;0,27%
AJUFOR;AJU;FOR; R$ 1,60 ; R$ 1,86 ;0,27%;0,27%
AJUIMP;AJU;IMP; R$ 2,66 ; R$ 2,89 ;0,37%;0,37%
AJUSLZ;AJU;SLZ; R$ 2,58 ; R$ 2,81 ;0,37%;0,37%
BAUBAU;BAU;BAU; R$ 0,85 ; R$ 1,20 ;0,14%;0,14%
BAUCPQ;BAU;CPQ; R$ 1,89 ; R$ 1,95 ;0,18%;0,18%
BAUSJK;BAU;SJK; R$ 2,22 ; R$ 2,27 ;0,18%;0,18%
BAUSOD;BAU;SOD; R$ 1,98 ; R$ 2,04 ;0,18%;0,18%
BAUSAO;BAU;SAO; R$ 2,12 ; R$ 2,20 ;0,18%;0,18%
BAUPSA;BAU;PSA; R$ 3,15 ; R$ 3,22 ;0,18%;0,18%
BAUSSZ;BAU;SSZ; R$ 3,30 ; R$ 3,32 ;0,18%;0,18%
BAURAO;BAU;RAO; R$ 2,35 ; R$ 2,40 ;0,25%;0,25%
BAUSJP;BAU;SJP; R$ 2,69 ; R$ 2,75 ;0,25%;0,25%
BAUCWB;BAU;CWB; R$ 2,47 ; R$ 2,51 ;0,25%;0,25%
BAUJOI;BAU;JOI; R$ 2,24 ; R$ 2,29 ;0,25%;0,25%
BAULDB;BAU;LDB; R$ 2,68 ; R$ 2,68 ;0,25%;0,25%
BAUPPB;BAU;PPB; R$ 3,14 ; R$ 3,19 ;0,25%;0,25%
BAUUDI;BAU;UDI; R$ 2,29 ; R$ 2,34 ;0,25%;0,25%
BAUITJ;BAU;ITJ; R$ 2,13 ; R$ 2,18 ;0,25%;0,25%
BAUMGF;BAU;MGF; R$ 2,33 ; R$ 2,38 ;0,25%;0,25%
BAUFLN;BAU;FLN; R$ 2,84 ; R$ 2,87 ;0,25%;0,25%
BAULAJ;BAU;LAJ; R$ 3,43 ; R$ 3,44 ;0,27%;0,27%
BAUCCM;BAU;CCM; R$ 3,72 ; R$ 3,71 ;0,27%;0,27%
BAUCAC;BAU;CAC; R$ 2,88 ; R$ 2,91 ;0,27%;0,27%
BAUXAP;BAU;XAP; R$ 3,43 ; R$ 3,44 ;0,27%;0,27%
BAUCXJ;BAU;CXJ; R$ 2,81 ; R$ 2,84 ;0,27%;0,27%
BAUDIV;BAU;DIV; R$ 2,04 ; R$ 2,07 ;0,25%;0,25%
BAURIO;BAU;RIO; R$ 1,99 ; R$ 2,03 ;0,25%;0,25%
BAUJDF;BAU;JDF; R$ 2,64 ; R$ 2,66 ;0,25%;0,25%
BAUBHZ;BAU;BHZ; R$ 1,88 ; R$ 1,92 ;0,25%;0,25%
BAUBNU;BAU;BNU; R$ 2,22 ; R$ 2,28 ;0,25%;0,25%
BAUCAW;BAU;CAW; R$ 2,55 ; R$ 2,57 ;0,27%;0,27%
BAUVIX;BAU;VIX; R$ 2,48 ; R$ 2,50 ;0,27%;0,27%
BAUBSB;BAU;BSB; R$ 1,70 ; R$ 1,77 ;0,27%;0,27%
BAUCGR;BAU;CGR; R$ 3,22 ; R$ 3,26 ;0,27%;0,27%
BAUPOA;BAU;POA; R$ 2,10 ; R$ 2,16 ;0,27%;0,27%
BAUGYN;BAU;GYN; R$ 2,02 ; R$ 2,10 ;0,27%;0,27%
BAUVDC;BAU;VDC; R$ 2,71 ; R$ 2,75 ;0,37%;0,37%
BAUITN;BAU;ITN; R$ 2,52 ; R$ 2,56 ;0,37%;0,37%
BAUCGB;BAU;CGB; R$ 3,44 ; R$ 3,45 ;0,37%;0,37%
BAUPMW;BAU;PMW; R$ 2,83 ; R$ 2,86 ;0,45%;0,45%
BAUFES;BAU;FES; R$ 1,89 ; R$ 1,92 ;0,45%;0,45%
BAUSSA;BAU;SSA; R$ 2,54 ; R$ 2,58 ;0,45%;0,45%
BAUAJU;BAU;AJU; R$ 2,17 ; R$ 2,22 ;0,45%;0,45%
BAUPNZ;BAU;PNZ; R$ 3,60 ; R$ 3,60 ;0,66%;0,66%
BAUMCZ;BAU;MCZ; R$ 2,11 ; R$ 2,17 ;0,66%;0,66%
BAUIMP;BAU;IMP; R$ 3,23 ; R$ 3,25 ;0,66%;0,66%
BAUTHE;BAU;THE; R$ 3,22 ; R$ 3,23 ;0,66%;0,66%
BAUCAU;BAU;CAU; R$ 3,46 ; R$ 3,47 ;0,66%;0,66%
BAUJPA;BAU;JPA; R$ 2,07 ; R$ 2,13 ;0,66%;0,66%
BAUREC;BAU;REC; R$ 2,24 ; R$ 2,33 ;0,94%;0,94%
BAUSLZ;BAU;SLZ; R$ 3,16 ; R$ 3,17 ;0,94%;0,94%
BAUNAT;BAU;NAT; R$ 2,25 ; R$ 2,31 ;0,94%;0,94%
BAUFOR;BAU;FOR; R$ 2,17 ; R$ 2,23 ;0,94%;0,94%
BAUBEL;BAU;BEL; R$ 1,67 ; R$ 1,72 ;0,94%;0,94%
BELFOR;BEL;FOR; R$ 2,39 ; R$ 3,94 ;0,27%;0,27%
BELIMP;BEL;IMP; R$ 2,64 ; R$ 4,22 ;0,25%;0,25%
BELSLZ;BEL;SLZ; R$ 2,57 ; R$ 4,14 ;0,27%;0,27%
BELTHE;BEL;THE; R$ 2,68 ; R$ 4,25 ;0,27%;0,27%
BELGYN;BEL;GYN; R$ 1,97 ; R$ 3,57 ;0,45%;0,45%
BELBSB;BEL;BSB; R$ 2,48 ; R$ 4,06 ;0,45%;0,45%
BELFES;BEL;FES; R$ 3,13 ; R$ 4,64 ;0,66%;0,66%
BELSSA;BEL;SSA; R$ 3,52 ; R$ 5,06 ;0,66%;0,66%
BELAJU;BEL;AJU; R$ 3,96 ; R$ 5,45 ;0,66%;0,66%
BELITN;BEL;ITN; R$ 3,39 ; R$ 4,93 ;0,66%;0,66%
BELVDC;BEL;VDC; R$ 3,59 ; R$ 5,13 ;0,94%;0,94%
BELCGR;BEL;CGR; R$ 4,31 ; R$ 5,82 ;0,94%;0,94%
BELPMW;BEL;PMW; R$ 3,59 ; R$ 5,13 ;0,94%;0,94%
BELCGB;BEL;CGB; R$ 5,42 ; R$ 6,89 ;0,94%;0,94%
BELPNZ;BEL;PNZ; R$ 4,11 ; R$ 5,63 ;0,94%;0,94%
BELSAO;BEL;SAO; R$ 2,69 ; R$ 4,24 ;0,94%;0,94%
BELMCZ;BEL;MCZ; R$ 3,23 ; R$ 4,78 ;0,94%;0,94%
BELSSZ;BEL;SSZ; R$ 3,39 ; R$ 4,93 ;0,94%;0,94%
BELCAU;BEL;CAU; R$ 4,77 ; R$ 6,23 ;0,94%;0,94%
BELREC;BEL;REC; R$ 3,45 ; R$ 5,00 ;0,94%;0,94%
BELJOI;BEL;JOI; R$ 2,87 ; R$ 4,43 ;0,94%;0,94%
BELJPA;BEL;JPA; R$ 3,12 ; R$ 4,68 ;0,94%;0,94%
BELBAU;BEL;BAU; R$ 2,81 ; R$ 4,40 ;0,94%;0,94%
BELRAO;BEL;RAO; R$ 3,01 ; R$ 4,57 ;0,94%;0,94%
BELITJ;BEL;ITJ; R$ 2,76 ; R$ 4,32 ;0,94%;0,94%
BELNAT;BEL;NAT; R$ 3,29 ; R$ 4,83 ;0,94%;0,94%
BELFLN;BEL;FLN; R$ 3,08 ; R$ 4,64 ;0,94%;0,94%
BELSJP;BEL;SJP; R$ 3,66 ; R$ 5,19 ;0,94%;0,94%
BELBNU;BEL;BNU; R$ 2,87 ; R$ 4,43 ;0,94%;0,94%
BELVIX;BEL;VIX; R$ 3,05 ; R$ 4,60 ;0,94%;0,94%
BELLAJ;BEL;LAJ; R$ 3,64 ; R$ 5,17 ;0,94%;0,94%
BELPPB;BEL;PPB; R$ 3,74 ; R$ 5,29 ;0,94%;0,94%
BELCCM;BEL;CCM; R$ 3,92 ; R$ 5,44 ;0,94%;0,94%
BELUDI;BEL;UDI; R$ 2,96 ; R$ 4,51 ;0,94%;0,94%
BELBHZ;BEL;BHZ; R$ 2,85 ; R$ 4,43 ;0,94%;0,94%
BELCAW;BEL;CAW; R$ 3,52 ; R$ 5,06 ;0,94%;0,94%
BELXAP;BEL;XAP; R$ 3,59 ; R$ 5,13 ;0,94%;0,94%
BELDIV;BEL;DIV; R$ 3,12 ; R$ 4,68 ;0,94%;0,94%
BELJDF;BEL;JDF; R$ 3,31 ; R$ 4,87 ;0,94%;0,94%
BELPOA;BEL;POA; R$ 3,19 ; R$ 4,75 ;0,94%;0,94%
BELCXJ;BEL;CXJ; R$ 2,89 ; R$ 4,46 ;0,94%;0,94%
BELRIO;BEL;RIO; R$ 2,85 ; R$ 4,43 ;0,94%;0,94%
BELPSA;BEL;PSA; R$ 3,74 ; R$ 5,29 ;0,94%;0,94%
BELSJK;BEL;SJK; R$ 3,24 ; R$ 4,80 ;0,66%;0,66%
BELCPQ;BEL;CPQ; R$ 2,96 ; R$ 4,54 ;0,66%;0,66%
BELSOD;BEL;SOD; R$ 3,35 ; R$ 4,90 ;0,66%;0,66%
BELCWB;BEL;CWB; R$ 3,11 ; R$ 4,66 ;0,94%;0,94%
BELLDB;BEL;LDB; R$ 2,98 ; R$ 4,54 ;0,94%;0,94%
BELMGF;BEL;MGF; R$ 2,99 ; R$ 4,55 ;0,94%;0,94%
BELCAC;BEL;CAC; R$ 3,51 ; R$ 5,05 ;0,94%;0,94%
BELBEL;BEL;BEL; R$ 0,77 ; R$ 2,57 ;0,14%;0,14%
BHZBHZ;BHZ;BHZ; R$ 0,70 ; R$ 1,10 ;0,14%;0,14%
BHZDIV;BHZ;DIV; R$ 0,83 ; R$ 1,09 ;0,18%;0,18%
BHZRIO;BHZ;RIO; R$ 1,58 ; R$ 1,81 ;0,18%;0,18%
BHZCAW;BHZ;CAW; R$ 1,94 ; R$ 2,16 ;0,25%;0,25%
BHZJDF;BHZ;JDF; R$ 1,45 ; R$ 1,69 ;0,25%;0,25%
BHZCPQ;BHZ;CPQ; R$ 1,67 ; R$ 1,91 ;0,25%;0,25%
BHZSJK;BHZ;SJK; R$ 2,14 ; R$ 2,35 ;0,25%;0,25%
BHZSOD;BHZ;SOD; R$ 1,77 ; R$ 2,01 ;0,25%;0,25%
BHZUDI;BHZ;UDI; R$ 1,47 ; R$ 1,71 ;0,25%;0,25%
BHZSAO;BHZ;SAO; R$ 1,62 ; R$ 1,85 ;0,25%;0,25%
BHZSSZ;BHZ;SSZ; R$ 2,56 ; R$ 2,75 ;0,25%;0,25%
BHZRAO;BHZ;RAO; R$ 1,97 ; R$ 2,20 ;0,25%;0,25%
BHZBAU;BHZ;BAU; R$ 2,24 ; R$ 2,46 ;0,25%;0,25%
BHZSJP;BHZ;SJP; R$ 2,55 ; R$ 2,76 ;0,25%;0,25%
BHZCWB;BHZ;CWB; R$ 2,20 ; R$ 2,42 ;0,27%;0,27%
BHZPPB;BHZ;PPB; R$ 3,00 ; R$ 3,19 ;0,27%;0,27%
BHZITJ;BHZ;ITJ; R$ 2,23 ; R$ 2,44 ;0,27%;0,27%
BHZBNU;BHZ;BNU; R$ 1,97 ; R$ 2,21 ;0,27%;0,27%
BHZLDB;BHZ;LDB; R$ 2,26 ; R$ 2,46 ;0,27%;0,27%
BHZMGF;BHZ;MGF; R$ 2,19 ; R$ 2,40 ;0,27%;0,27%
BHZFLN;BHZ;FLN; R$ 2,26 ; R$ 2,47 ;0,27%;0,27%
BHZLAJ;BHZ;LAJ; R$ 2,81 ; R$ 3,00 ;0,27%;0,27%
BHZCCM;BHZ;CCM; R$ 2,78 ; R$ 2,98 ;0,27%;0,27%
BHZCAC;BHZ;CAC; R$ 2,42 ; R$ 2,63 ;0,37%;0,37%
BHZXAP;BHZ;XAP; R$ 2,77 ; R$ 2,96 ;0,37%;0,37%
BHZCXJ;BHZ;CXJ; R$ 1,86 ; R$ 2,10 ;0,37%;0,37%
BHZPOA;BHZ;POA; R$ 2,30 ; R$ 2,51 ;0,37%;0,37%
BHZPSA;BHZ;PSA; R$ 2,00 ; R$ 2,23 ;0,18%;0,18%
BHZGYN;BHZ;GYN; R$ 1,35 ; R$ 1,59 ;0,25%;0,25%
BHZVIX;BHZ;VIX; R$ 1,51 ; R$ 1,74 ;0,25%;0,25%
BHZBSB;BHZ;BSB; R$ 1,63 ; R$ 1,85 ;0,27%;0,27%
BHZJOI;BHZ;JOI; R$ 1,82 ; R$ 2,04 ;0,27%;0,27%
BHZFES;BHZ;FES; R$ 1,22 ; R$ 1,47 ;0,27%;0,27%
BHZITN;BHZ;ITN; R$ 1,85 ; R$ 2,07 ;0,27%;0,27%
BHZVDC;BHZ;VDC; R$ 2,04 ; R$ 2,25 ;0,27%;0,27%
BHZSSA;BHZ;SSA; R$ 1,59 ; R$ 1,83 ;0,27%;0,27%
BHZAJU;BHZ;AJU; R$ 1,49 ; R$ 1,73 ;0,37%;0,37%
BHZPNZ;BHZ;PNZ; R$ 2,58 ; R$ 2,77 ;0,37%;0,37%
BHZCGR;BHZ;CGR; R$ 3,23 ; R$ 3,40 ;0,37%;0,37%
BHZPMW;BHZ;PMW; R$ 2,77 ; R$ 2,96 ;0,37%;0,37%
BHZCGB;BHZ;CGB; R$ 3,44 ; R$ 3,60 ;0,37%;0,37%
BHZMCZ;BHZ;MCZ; R$ 1,69 ; R$ 1,92 ;0,37%;0,37%
BHZCAU;BHZ;CAU; R$ 2,44 ; R$ 2,64 ;0,37%;0,37%
BHZREC;BHZ;REC; R$ 1,37 ; R$ 1,63 ;0,45%;0,45%
BHZJPA;BHZ;JPA; R$ 1,71 ; R$ 1,94 ;0,45%;0,45%
BHZNAT;BHZ;NAT; R$ 1,58 ; R$ 1,81 ;0,45%;0,45%
BHZTHE;BHZ;THE; R$ 2,67 ; R$ 2,86 ;0,45%;0,45%
BHZFOR;BHZ;FOR; R$ 1,78 ; R$ 2,00 ;0,45%;0,45%
BHZIMP;BHZ;IMP; R$ 2,95 ; R$ 3,13 ;0,66%;0,66%
BHZSLZ;BHZ;SLZ; R$ 2,61 ; R$ 2,81 ;0,66%;0,66%
BHZBEL;BHZ;BEL; R$ 1,51 ; R$ 1,75 ;0,94%;0,94%
BNUBNU;BNU;BNU; R$ 0,45 ; R$ 0,77 ;0,14%;0,14%
BNUITJ;BNU;ITJ; R$ 0,86 ; R$ 1,07 ;0,14%;0,14%
BNUJOI;BNU;JOI; R$ 1,05 ; R$ 1,24 ;0,14%;0,14%
BNUCWB;BNU;CWB; R$ 1,49 ; R$ 1,68 ;0,18%;0,18%
BNUFLN;BNU;FLN; R$ 1,57 ; R$ 1,75 ;0,18%;0,18%
BNULAJ;BNU;LAJ; R$ 2,16 ; R$ 2,32 ;0,18%;0,18%
BNUCCM;BNU;CCM; R$ 2,20 ; R$ 2,37 ;0,18%;0,18%
BNUSSZ;BNU;SSZ; R$ 2,06 ; R$ 2,23 ;0,25%;0,25%
BNUSAO;BNU;SAO; R$ 1,07 ; R$ 1,29 ;0,25%;0,25%
BNUXAP;BNU;XAP; R$ 2,16 ; R$ 2,32 ;0,25%;0,25%
BNULDB;BNU;LDB; R$ 2,41 ; R$ 2,55 ;0,25%;0,25%
BNUCPQ;BNU;CPQ; R$ 1,97 ; R$ 2,14 ;0,25%;0,25%
BNUSJK;BNU;SJK; R$ 2,49 ; R$ 2,64 ;0,25%;0,25%
BNUSOD;BNU;SOD; R$ 2,02 ; R$ 2,20 ;0,25%;0,25%
BNUPOA;BNU;POA; R$ 1,75 ; R$ 1,92 ;0,25%;0,25%
BNUMGF;BNU;MGF; R$ 2,04 ; R$ 2,22 ;0,25%;0,25%
BNUCAC;BNU;CAC; R$ 2,59 ; R$ 2,74 ;0,25%;0,25%
BNUPSA;BNU;PSA; R$ 2,75 ; R$ 2,89 ;0,25%;0,25%
BNUCXJ;BNU;CXJ; R$ 2,11 ; R$ 2,27 ;0,25%;0,25%
BNURAO;BNU;RAO; R$ 1,71 ; R$ 1,90 ;0,25%;0,25%
BNUBAU;BNU;BAU; R$ 1,87 ; R$ 2,06 ;0,25%;0,25%
BNUSJP;BNU;SJP; R$ 2,55 ; R$ 2,69 ;0,27%;0,27%
BNUPPB;BNU;PPB; R$ 2,74 ; R$ 2,89 ;0,27%;0,27%
BNURIO;BNU;RIO; R$ 1,75 ; R$ 1,93 ;0,25%;0,25%
BNUJDF;BNU;JDF; R$ 2,42 ; R$ 2,57 ;0,27%;0,27%
BNUDIV;BNU;DIV; R$ 1,86 ; R$ 2,03 ;0,27%;0,27%
BNUBHZ;BNU;BHZ; R$ 1,46 ; R$ 1,66 ;0,27%;0,27%
BNUUDI;BNU;UDI; R$ 1,66 ; R$ 1,82 ;0,27%;0,27%
BNUCAW;BNU;CAW; R$ 2,26 ; R$ 2,42 ;0,27%;0,27%
BNUVIX;BNU;VIX; R$ 1,71 ; R$ 1,89 ;0,27%;0,27%
BNUGYN;BNU;GYN; R$ 1,72 ; R$ 1,90 ;0,37%;0,37%
BNUBSB;BNU;BSB; R$ 2,06 ; R$ 2,23 ;0,37%;0,37%
BNUVDC;BNU;VDC; R$ 2,42 ; R$ 2,58 ;0,37%;0,37%
BNUITN;BNU;ITN; R$ 2,50 ; R$ 2,65 ;0,45%;0,45%
BNUSSA;BNU;SSA; R$ 2,02 ; R$ 2,19 ;0,45%;0,45%
BNUFES;BNU;FES; R$ 2,04 ; R$ 2,18 ;0,45%;0,45%
BNUCGR;BNU;CGR; R$ 3,05 ; R$ 3,18 ;0,45%;0,45%
BNUPMW;BNU;PMW; R$ 3,35 ; R$ 3,46 ;0,45%;0,45%
BNUCGB;BNU;CGB; R$ 3,80 ; R$ 3,90 ;0,66%;0,66%
BNUPNZ;BNU;PNZ; R$ 3,08 ; R$ 3,21 ;0,66%;0,66%
BNUAJU;BNU;AJU; R$ 2,15 ; R$ 2,31 ;0,66%;0,66%
BNUMCZ;BNU;MCZ; R$ 2,09 ; R$ 2,25 ;0,66%;0,66%
BNUIMP;BNU;IMP; R$ 3,19 ; R$ 3,31 ;0,94%;0,94%
BNUCAU;BNU;CAU; R$ 2,94 ; R$ 3,07 ;0,94%;0,94%
BNUTHE;BNU;THE; R$ 2,86 ; R$ 3,00 ;0,94%;0,94%
BNUREC;BNU;REC; R$ 1,70 ; R$ 1,89 ;0,94%;0,94%
BNUJPA;BNU;JPA; R$ 2,05 ; R$ 2,22 ;0,94%;0,94%
BNUNAT;BNU;NAT; R$ 2,23 ; R$ 2,39 ;0,94%;0,94%
BNUSLZ;BNU;SLZ; R$ 3,12 ; R$ 3,24 ;0,94%;0,94%
BNUFOR;BNU;FOR; R$ 2,13 ; R$ 2,29 ;0,94%;0,94%
BNUBEL;BNU;BEL; R$ 2,25 ; R$ 2,39 ;0,94%;0,94%
BSBBSB;BSB;BSB; R$ 0,67 ; R$ 1,32 ;0,14%;0,14%
BSBGYN;BSB;GYN; R$ 1,22 ; R$ 1,68 ;0,18%;0,18%
BSBSAO;BSB;SAO; R$ 2,06 ; R$ 2,49 ;0,27%;0,27%
BSBSSZ;BSB;SSZ; R$ 2,61 ; R$ 3,02 ;0,27%;0,27%
BSBVDC;BSB;VDC; R$ 2,84 ; R$ 3,24 ;0,27%;0,27%
BSBBAU;BSB;BAU; R$ 2,55 ; R$ 2,96 ;0,27%;0,27%
BSBRAO;BSB;RAO; R$ 2,35 ; R$ 2,77 ;0,27%;0,27%
BSBCWB;BSB;CWB; R$ 2,46 ; R$ 2,87 ;0,37%;0,37%
BSBJOI;BSB;JOI; R$ 2,30 ; R$ 2,73 ;0,37%;0,37%
BSBITN;BSB;ITN; R$ 3,45 ; R$ 3,83 ;0,37%;0,37%
BSBPMW;BSB;PMW; R$ 1,96 ; R$ 2,40 ;0,25%;0,25%
BSBSJP;BSB;SJP; R$ 2,89 ; R$ 3,29 ;0,27%;0,27%
BSBBNU;BSB;BNU; R$ 2,12 ; R$ 2,55 ;0,37%;0,37%
BSBITJ;BSB;ITJ; R$ 2,09 ; R$ 2,52 ;0,37%;0,37%
BSBFES;BSB;FES; R$ 3,15 ; R$ 3,54 ;0,37%;0,37%
BSBPPB;BSB;PPB; R$ 3,05 ; R$ 3,46 ;0,37%;0,37%
BSBFLN;BSB;FLN; R$ 2,43 ; R$ 2,85 ;0,37%;0,37%
BSBUDI;BSB;UDI; R$ 2,24 ; R$ 2,67 ;0,37%;0,37%
BSBMGF;BSB;MGF; R$ 2,23 ; R$ 2,66 ;0,37%;0,37%
BSBLAJ;BSB;LAJ; R$ 2,87 ; R$ 3,28 ;0,37%;0,37%
BSBSSA;BSB;SSA; R$ 2,94 ; R$ 3,34 ;0,37%;0,37%
BSBCCM;BSB;CCM; R$ 3,15 ; R$ 3,55 ;0,37%;0,37%
BSBAJU;BSB;AJU; R$ 3,74 ; R$ 4,10 ;0,45%;0,45%
BSBXAP;BSB;XAP; R$ 2,83 ; R$ 3,23 ;0,45%;0,45%
BSBCXJ;BSB;CXJ; R$ 2,43 ; R$ 2,85 ;0,45%;0,45%
BSBPOA;BSB;POA; R$ 2,43 ; R$ 2,85 ;0,45%;0,45%
BSBPNZ;BSB;PNZ; R$ 4,20 ; R$ 4,55 ;0,45%;0,45%
BSBCGB;BSB;CGB; R$ 4,66 ; R$ 5,00 ;0,27%;0,27%
BSBCGR;BSB;CGR; R$ 3,55 ; R$ 3,93 ;0,27%;0,27%
BSBMCZ;BSB;MCZ; R$ 3,14 ; R$ 3,54 ;0,45%;0,45%
BSBCAU;BSB;CAU; R$ 4,68 ; R$ 5,01 ;0,45%;0,45%
BSBREC;BSB;REC; R$ 3,14 ; R$ 3,53 ;0,66%;0,66%
BSBJPA;BSB;JPA; R$ 3,25 ; R$ 3,64 ;0,66%;0,66%
BSBNAT;BSB;NAT; R$ 3,21 ; R$ 3,60 ;0,66%;0,66%
BSBVIX;BSB;VIX; R$ 2,35 ; R$ 2,77 ;0,37%;0,37%
BSBTHE;BSB;THE; R$ 3,62 ; R$ 4,00 ;0,66%;0,66%
BSBFOR;BSB;FOR; R$ 3,12 ; R$ 3,51 ;0,66%;0,66%
BSBBHZ;BSB;BHZ; R$ 1,68 ; R$ 2,16 ;0,27%;0,27%
BSBCAW;BSB;CAW; R$ 2,76 ; R$ 3,16 ;0,37%;0,37%
BSBDIV;BSB;DIV; R$ 1,80 ; R$ 2,26 ;0,25%;0,25%
BSBJDF;BSB;JDF; R$ 2,65 ; R$ 3,06 ;0,27%;0,27%
BSBIMP;BSB;IMP; R$ 3,64 ; R$ 4,01 ;0,94%;0,94%
BSBSLZ;BSB;SLZ; R$ 3,56 ; R$ 3,94 ;0,94%;0,94%
BSBRIO;BSB;RIO; R$ 2,28 ; R$ 2,71 ;0,27%;0,27%
BSBPSA;BSB;PSA; R$ 2,97 ; R$ 3,39 ;0,27%;0,27%
BSBSJK;BSB;SJK; R$ 2,84 ; R$ 3,24 ;0,25%;0,25%
BSBCPQ;BSB;CPQ; R$ 2,28 ; R$ 2,72 ;0,25%;0,25%
BSBSOD;BSB;SOD; R$ 2,59 ; R$ 3,00 ;0,25%;0,25%
BSBLDB;BSB;LDB; R$ 2,52 ; R$ 2,94 ;0,27%;0,27%
BSBCAC;BSB;CAC; R$ 2,75 ; R$ 3,16 ;0,37%;0,37%
BSBBEL;BSB;BEL; R$ 1,70 ; R$ 2,18 ;0,94%;0,94%
CACCAC;CAC;CAC; R$ 0,91 ; R$ 1,25 ;0,14%;0,14%
CACMGF;CAC;MGF; R$ 1,40 ; R$ 1,16 ;0,18%;0,18%
