UF;CIDADE;BUSCA;REF;CLASSIFICACAO_CAP_IN;CAP_INT;REGIÇO;JAMEF;FILIAL_ATENDIMENTO
SP;ANHUMAS;SPANHUMAS;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
GO;ANICUNS;GOANICUNS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PI;ANISIO DE ABREU;PIANISIO DE ABREU;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
SC;ANITA GARIBALDI;SCANITA GARIBALDI;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
SC;ANITAPOLIS;SCANITAPOLIS;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
RS;ANTA GORDA;RSANTA GORDA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;ANTAS;BAANTAS;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PR;ANTONINA;PRANTONINA;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
CE;ANTONINA DO NORTE;CEANTONINA DO NORTE;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PI;ANTONIO ALMEIDA;PIANTONIO ALMEIDA;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
BA;ANTONIO CARDOSO;BAANTONIO CARDOSO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
MG;ANTONIO CARLOS;MGANTONIO CARLOS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SC;ANTONIO CARLOS;SCANTONIO CARLOS;SCC;Capital;C;Sul;FLN;Florian¢polis - SC
MG;ANTONIO DIAS;MGANTONIO DIAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
BA;ANTONIO GONCALVES;BAANTONIO GONCALVES;BAI2;Interior-2;I2;Nordeste;SSA;Salvador - BA
MS;ANTONIO JOAO;MSANTONIO JOAO;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
RN;ANTONIO MARTINS;RNANTONIO MARTINS;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
PR;ANTONIO OLINTO;PRANTONIO OLINTO;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
RS;ANTONIO PRADO;RSANTONIO PRADO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;ANTONIO PRADO DE MINAS;MGANTONIO PRADO DE MINAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PB;APARECIDA;PBAPARECIDA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
SP;APARECIDA;SPAPARECIDA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
GO;APARECIDA DE GOIANIA;GOAPARECIDA DE GOIANIA;GOC;Capital;C;Centro Oeste;GYN;Goiania - GO
GO;APARECIDA DO RIO DOCE;GOAPARECIDA DO RIO DOCE;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
TO;APARECIDA DO RIO NEGRO;TOAPARECIDA DO RIO NEGRO;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MS;APARECIDA DO TABOADO;MSAPARECIDA DO TABOADO;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
SP;APARECIDA D'OESTE;SPAPARECIDA D'OESTE;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RJ;APERIBE;RJAPERIBE;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
ES;APIACA;ESAPIACA;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
MT;APIACAS;MTAPIACAS;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
SP;APIAI;SPAPIAI;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
MA;APICUM-ACU;MAAPICUM-ACU;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
SC;APIUNA;SCAPIUNA;SCI1;Interior-1;I1;Sul;BNU;Blumenau - SC
RN;APODI;RNAPODI;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
BA;APORA;BAAPORA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
GO;APORE;GOAPORE;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
BA;APUAREMA;BAAPUAREMA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PR;APUCARANA;PRAPUCARANA;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
CE;APUIARES;CEAPUIARES;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
SE;AQUIDABA;SEAQUIDABA;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
MS;AQUIDAUANA;MSAQUIDAUANA;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
CE;AQUIRAZ;CEAQUIRAZ;CEC;Capital;C;Nordeste;FOR;Fortaleza - CE
SC;ARABUTA;SCARABUTA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
PB;ARACAGI;PBARACAGI;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
SE;ARACAJU;SEARACAJU;SEC;Capital;C;Nordeste;AJU;Aracaju - SE
SP;ARACARIGUAMA;SPARACARIGUAMA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
BA;ARACAS;BAARACAS;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
CE;ARACATI;CEARACATI;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
BA;ARACATU;BAARACATU;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;ARACATUBA;SPARACATUBA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
BA;ARACI;BAARACI;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;ARACITABA;MGARACITABA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
CE;ARACOIABA;CEARACOIABA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PE;ARACOIABA;PEARACOIABA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
SP;ARACOIABA DA SERRA;SPARACOIABA DA SERRA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
ES;ARACRUZ;ESARACRUZ;ESC;Capital;C;Sudeste;VIX;Espirito Santo - ES
GO;ARACU;GOARACU;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MG;ARACUAI;MGARACUAI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;ARAGARCAS;GOARAGARCAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
GO;ARAGOIANIA;GOARAGOIANIA;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
TO;ARAGOMINAS;TOARAGOMINAS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
TO;ARAGUACEMA;TOARAGUACEMA;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
TO;ARAGUACU;TOARAGUACU;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
MT;ARAGUAIANA;MTARAGUAIANA;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
TO;ARAGUAINA;TOARAGUAINA;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
MT;ARAGUAINHA;MTARAGUAINHA;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
MA;ARAGUANA;MAARAGUANA;MAC;Capital;C;Nordeste;SLZ;SÆo Luis - MA
TO;ARAGUANA;TOARAGUANA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
GO;ARAGUAPAZ;GOARAGUAPAZ;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MG;ARAGUARI;MGARAGUARI;MGI1;Interior-1;I1;Sudeste;UDI;Uberlƒndia - MG
TO;ARAGUATINS;TOARAGUATINS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
MA;ARAIOSES;MAARAIOSES;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MS;ARAL MOREIRA;MSARAL MOREIRA;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
BA;ARAMARI;BAARAMARI;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
RS;ARAMBARE;RSARAMBARE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MA;ARAME;MAARAME;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;ARAMINA;SPARAMINA;SPI2;Interior-2;I2;Sudeste;RAO;RibeirÆo Preto - SP
SP;ARANDU;SPARANDU;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;ARANTINA;MGARANTINA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;ARAPEI;SPARAPEI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
AL;ARAPIRACA;ALARAPIRACA;ALI1;Interior-1;I1;Nordeste;MCZ;Maceio - AL
TO;ARAPOEMA;TOARAPOEMA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MG;ARAPONGA;MGARAPONGA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;ARAPONGAS;PRARAPONGAS;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
MG;ARAPORA;MGARAPORA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
PR;ARAPOTI;PRARAPOTI;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
MG;ARAPUA;MGARAPUA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
PR;ARAPUA;PRARAPUA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
MT;ARAPUTANGA;MTARAPUTANGA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
SC;ARAQUARI;SCARAQUARI;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
PB;ARARA;PBARARA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SC;ARARANGUA;SCARARANGUA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SP;ARARAQUARA;SPARARAQUARA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
SP;ARARAS;SPARARAS;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
CE;ARARENDA;CEARARENDA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
MA;ARARI;MAARARI;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
RS;ARARICA;RSARARICA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
CE;ARARIPE;CEARARIPE;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PE;ARARIPINA;PEARARIPINA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
RJ;ARARUAMA;RJARARUAMA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
PB;ARARUNA;PBARARUNA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PR;ARARUNA;PRARARUNA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
BA;ARATACA;BAARATACA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
RS;ARATIBA;RSARATIBA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
CE;ARATUBA;CEARATUBA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
BA;ARATUIPE;BAARATUIPE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
SE;ARAUA;SEARAUA;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
PR;ARAUCARIA;PRARAUCARIA;PRC;Capital;C;Sul;CWB;Curitiba - PR
MG;ARAUJOS;MGARAUJOS;MGC;Capital;C;Sudeste;DIV;Divin¢polis - MG
MG;ARAXA;MGARAXA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
MG;ARCEBURGO;MGARCEBURGO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;ARCO-IRIS;SPARCO-IRIS;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;ARCOS;MGARCOS;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
PE;ARCOVERDE;PEARCOVERDE;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
MG;AREADO;MGAREADO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RJ;AREAL;RJAREAL;RJC;Capital;C;Sudeste;RIO;Rio de Janeiro - RJ
SP;AREALVA;SPAREALVA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;AREIA;PBAREIA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RN;AREIA BRANCA;RNAREIA BRANCA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SE;AREIA BRANCA;SEAREIA BRANCA;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
PB;AREIA DE BARAUNAS;PBAREIA DE BARAUNAS;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PB;AREIAL;PBAREIAL;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;AREIAS;SPAREIAS;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
SP;AREIOPOLIS;SPAREIOPOLIS;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
MT;ARENAPOLIS;MTARENAPOLIS;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
GO;ARENOPOLIS;GOARENOPOLIS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
RN;ARES;RNARES;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MG;ARGIRITA;MGARGIRITA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;ARICANDUVA;MGARICANDUVA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;ARINOS;MGARINOS;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
MT;ARIPUANA;MTARIPUANA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
SP;ARIRANHA;SPARIRANHA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PR;ARIRANHA DO IVAI;PRARIRANHA DO IVAI;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
RJ;ARMACAO DOS BUZIOS;RJARMACAO DOS BUZIOS;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
SC;ARMAZEM;SCARMAZEM;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
CE;ARNEIROZ;CEARNEIROZ;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PI;AROAZES;PIAROAZES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
PB;AROEIRAS;PBAROEIRAS;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
PI;AROEIRAS DO ITAIM;PIAROEIRAS DO ITAIM;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
PI;ARRAIAL;PIARRAIAL;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
RJ;ARRAIAL DO CABO;RJARRAIAL DO CABO;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
TO;ARRAIAS;TOARRAIAS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RS;ARROIO DO MEIO;RSARROIO DO MEIO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;ARROIO DO PADRE;RSARROIO DO PADRE;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;ARROIO DO SAL;RSARROIO DO SAL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;ARROIO DO TIGRE;RSARROIO DO TIGRE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;ARROIO DOS RATOS;RSARROIO DOS RATOS;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
RS;ARROIO GRANDE;RSARROIO GRANDE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SC;ARROIO TRINTA;SCARROIO TRINTA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SP;ARTUR NOGUEIRA;SPARTUR NOGUEIRA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
GO;ARUANA;GOARUANA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
SP;ARUJA;SPARUJA;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
SC;ARVOREDO;SCARVOREDO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
RS;ARVOREZINHA;RSARVOREZINHA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SC;ASCURRA;SCASCURRA;SCI1;Interior-1;I1;Sul;BNU;Blumenau - SC
SP;ASPASIA;SPASPASIA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PR;ASSAI;PRASSAI;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
CE;ASSARE;CEASSARE;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SP;ASSIS;SPASSIS;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PR;ASSIS CHATEAUBRIAND;PRASSIS CHATEAUBRIAND;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PB;ASSUNCAO;PBASSUNCAO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PI;ASSUNCAO DO PIAUI;PIASSUNCAO DO PIAUI;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
MG;ASTOLFO DUTRA;MGASTOLFO DUTRA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;ASTORGA;PRASTORGA;PRI1;Interior-1;I1;Sul;MGF;Maringa - PR
AL;ATALAIA;ALATALAIA;ALI1;Interior-1;I1;Nordeste;MCZ;Maceio - AL
PR;ATALAIA;PRATALAIA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
SC;ATALANTA;SCATALANTA;SCI2;Interior-2;I2;Sul;BNU;Blumenau - SC
MG;ATALEIA;MGATALEIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;ATIBAIA;SPATIBAIA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
ES;ATILIO VIVACQUA;ESATILIO VIVACQUA;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
TO;AUGUSTINOPOLIS;TOAUGUSTINOPOLIS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
PA;AUGUSTO CORREA;PAAUGUSTO CORREA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
MG;AUGUSTO DE LIMA;MGAUGUSTO DE LIMA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;AUGUSTO PESTANA;RSAUGUSTO PESTANA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RN;AUGUSTO SEVERO;RNAUGUSTO SEVERO;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
RS;AUREA;RSAUREA;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
BA;AURELINO LEAL;BAAURELINO LEAL;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;AURIFLAMA;SPAURIFLAMA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
GO;AURILANDIA;GOAURILANDIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
CE;AURORA;CEAURORA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
SC;AURORA;SCAURORA;SCI2;Interior-2;I2;Sul;BNU;Blumenau - SC
PA;AURORA DO PARA;PAAURORA DO PARA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
TO;AURORA DO TOCANTINS;TOAURORA DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
SP;AVAI;SPAVAI;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
SP;AVANHANDAVA;SPAVANHANDAVA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SP;AVARE;SPAVARE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PA;AVEIRO;PAAVEIRO;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PI;AVELINO LOPES;PIAVELINO LOPES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
GO;AVELINOPOLIS;GOAVELINOPOLIS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MA;AXIXA;MAAXIXA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
TO;AXIXA DO TOCANTINS;TOAXIXA DO TOCANTINS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
TO;BABACULANDIA;TOBABACULANDIA;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
MA;BACABAL;MABACABAL;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MA;BACABEIRA;MABACABEIRA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MA;BACURI;MABACURI;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MA;BACURITUBA;MABACURITUBA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;BADY BASSITT;SPBADY BASSITT;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;BAEPENDI;MGBAEPENDI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;BAGE;RSBAGE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PA;BAGRE;PABAGRE;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
PB;BAIA DA TRAICAO;PBBAIA DA TRAICAO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RN;BAIA FORMOSA;RNBAIA FORMOSA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
BA;BAIANOPOLIS;BABAIANOPOLIS;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PA;BAIAO;PABAIAO;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
BA;BAIXA GRANDE;BABAIXA GRANDE;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PI;BAIXA GRANDE DO RIBEIRO;PIBAIXA GRANDE DO RIBEIRO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
CE;BAIXIO;CEBAIXIO;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
ES;BAIXO GUANDU;ESBAIXO GUANDU;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
MG;BALBINOPOLIS;MGBALBINOPOLIS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;BALBINOS;SPBALBINOS;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
GO;BALIZA;GOBALIZA;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
SC;BALNEARIO ARROIO DO SILVA;SCBALNEARIO ARROIO DO SILVA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SC;BALNEARIO BARRA DO SUL;SCBALNEARIO BARRA DO SUL;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
SC;BALNEARIO CAMBORIU;SCBALNEARIO CAMBORIU;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
SC;BALNEARIO GAIVOTA;SCBALNEARIO GAIVOTA;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
SC;BALNEARIO PICARRAS;SCBALNEARIO PICARRAS;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
RS;BALNEARIO PINHAL;RSBALNEARIO PINHAL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SC;BALNEARIO RINCAO;SCBALNEARIO RINCAO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
PR;BALSA NOVA;PRBALSA NOVA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
SP;BALSAMO;SPBALSAMO;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MA;BALSAS;MABALSAS;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MG;BAMBUI;MGBAMBUI;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
CE;BANABUIU;CEBANABUIU;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SP;BANANAL;SPBANANAL;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
PB;BANANEIRAS;PBBANANEIRAS;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
MG;BANDEIRA;MGBANDEIRA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;BANDEIRA DO SUL;MGBANDEIRA DO SUL;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SC;BANDEIRANTE;SCBANDEIRANTE;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MS;BANDEIRANTES;MSBANDEIRANTES;MSI1;Interior-1;I1;Centro Oeste;CGR;Brasilia - DF
PR;BANDEIRANTES;PRBANDEIRANTES;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
TO;BANDEIRANTES DO TOCANTINS;TOBANDEIRANTES DO TOCANTINS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
PA;BANNACH;PABANNACH;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
BA;BANZAE;BABANZAE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
RS;BARAO;RSBARAO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SP;BARAO DE ANTONINA;SPBARAO DE ANTONINA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;BARAO DE COCAIS;MGBARAO DE COCAIS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RS;BARAO DE COTEGIPE;RSBARAO DE COTEGIPE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MA;BARAO DE GRAJAU;MABARAO DE GRAJAU;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MT;BARAO DE MELGACO;MTBARAO DE MELGACO;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
MG;BARAO DE MONTE ALTO;MGBARAO DE MONTE ALTO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;BARAO DO TRIUNFO;RSBARAO DO TRIUNFO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
PB;BARAUNA;PBBARAUNA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RN;BARAUNA;RNBARAUNA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
MG;BARBACENA;MGBARBACENA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
CE;BARBALHA;CEBARBALHA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
